5.5,4.7,5.800000000000001,6.0,6.1,5.7,6.1,7.1,7.199999999999999,7.6,6.0,5.7,7.199999999999999,6.5,6.3,6.800000000000001,5.7,7.3999999999999995,5.7,6.5,7.5,6.7,6.6000000000000005,8.5,7.000000000000001
5.0,6.1,7.3,6.5,8.4,6.3,6.800000000000001,7.8,6.3,8.1,7.7,7.9,8.7,7.3,9.1,7.199999999999999,9.1,7.1,8.200000000000001,8.4,7.8,8.200000000000001,8.0,8.7,9.0
5.5,4.9,8.1,8.1,8.0,7.3,9.6,9.1,7.9,9.5,8.6,9.8,10.4,8.200000000000001,9.1,11.700000000000001,10.2,10.2,11.200000000000001,11.899999999999999,11.700000000000001,12.7,10.8,13.100000000000001,11.899999999999999
4.7,6.3,6.2,9.2,8.1,8.6,11.1,10.4,8.799999999999999,12.3,11.799999999999999,12.2,10.299999999999999,11.0,13.0,14.099999999999998,12.7,13.900000000000002,13.3,12.8,13.600000000000001,12.8,15.7,14.299999999999999,16.400000000000002
5.3,7.5,7.3,9.700000000000001,9.6,10.7,11.5,11.5,11.1,14.099999999999998,12.7,14.299999999999999,12.5,14.7,14.399999999999999,14.299999999999999,14.799999999999999,14.6,15.8,15.9,17.7,15.5,17.0,16.8,15.5
5.4,7.5,9.6,10.6,11.200000000000001,11.4,11.0,15.0,13.4,15.9,15.0,17.0,16.5,16.7,15.1,17.9,16.7,17.599999999999998,20.3,17.599999999999998,16.8,15.7,20.3,19.5,20.4
5.1,7.1,8.7,12.5,10.9,12.1,13.3,15.7,13.200000000000001,17.1,17.8,18.9,17.7,17.299999999999997,17.8,18.8,21.9,19.1,18.2,20.9,19.0,22.2,22.900000000000002,21.7,22.7
4.6,6.9,10.6,13.4,11.0,12.7,17.7,15.7,16.3,18.8,18.8,21.0,21.099999999999998,21.5,21.8,22.2,21.9,20.1,23.599999999999998,22.5,22.6,22.1,23.3,26.1,26.1
5.2,7.3,11.200000000000001,15.5,13.4,13.700000000000001,16.1,18.099999999999998,17.2,20.599999999999998,19.1,22.6,23.9,21.7,21.6,20.4,25.7,25.7,27.700000000000003,26.6,25.8,25.7,27.800000000000004,29.2,27.0
5.7,7.5,11.799999999999999,15.2,13.100000000000001,14.799999999999999,17.9,19.8,20.9,22.3,22.8,23.799999999999997,21.099999999999998,22.7,23.5,26.6,25.0,28.000000000000004,26.3,29.2,30.0,28.4,26.200000000000003,31.8,31.4
6.4,8.4,14.000000000000002,17.0,16.1,16.400000000000002,17.299999999999997,20.5,19.0,23.9,24.3,24.5,24.8,26.1,27.0,26.8,26.0,28.999999999999996,28.000000000000004,28.7,28.7,31.3,31.3,32.7,32.4
6.5,10.0,12.1,15.6,16.3,17.4,19.400000000000002,22.400000000000002,23.7,25.0,23.599999999999998,26.200000000000003,28.199999999999996,28.4,29.099999999999998,27.400000000000002,31.5,31.3,33.300000000000004,32.6,33.1,32.5,32.800000000000004,38.0,34.4
6.5,10.7,14.2,17.5,18.7,19.2,22.5,24.6,25.7,26.900000000000002,26.6,29.2,30.099999999999998,29.799999999999997,30.099999999999998,31.5,31.4,30.7,35.0,35.0,34.0,35.4,34.300000000000004,39.800000000000004,37.1
6.7,9.700000000000001,13.8,18.9,18.2,19.7,22.8,25.6,25.2,31.1,30.599999999999998,30.3,32.5,30.7,32.0,31.7,34.5,35.5,35.4,35.5,37.8,36.1,39.0,41.5,40.699999999999996
6.9,11.799999999999999,14.499999999999998,19.6,18.3,21.2,23.9,26.400000000000002,25.1,30.599999999999998,31.4,32.4,33.1,35.5,35.3,34.699999999999996,35.699999999999996,38.0,39.1,36.4,37.4,40.5,40.8,45.1,46.6
7.6,11.1,15.0,19.0,19.400000000000002,23.3,24.9,28.199999999999996,30.599999999999998,34.5,33.6,32.300000000000004,37.8,34.2,36.9,36.9,38.3,40.9,39.7,42.699999999999996,41.8,44.6,39.7,46.400000000000006,45.0
8.1,12.9,15.2,21.2,19.8,25.3,27.6,26.8,31.6,34.0,33.7,36.6,36.9,37.2,40.0,40.300000000000004,40.2,38.5,44.2,43.3,44.6,49.1,45.5,50.2,47.3
7.199999999999999,13.0,14.899999999999999,21.0,22.6,26.1,27.800000000000004,31.7,31.3,35.199999999999996,38.0,39.2,36.4,41.6,40.9,43.4,43.5,44.2,44.7,46.1,46.800000000000004,47.699999999999996,47.599999999999994,48.0,47.699999999999996
8.3,13.200000000000001,16.1,21.7,23.5,25.1,27.800000000000004,32.6,32.0,36.6,38.0,39.900000000000006,42.8,42.0,43.0,39.800000000000004,45.2,44.7,49.0,49.2,48.199999999999996,50.2,48.3,52.5,52.300000000000004
8.7,14.399999999999999,17.7,22.7,26.0,29.2,31.1,32.4,34.2,39.0,39.4,42.3,42.0,42.699999999999996,43.6,45.9,46.0,48.4,48.3,49.7,51.300000000000004,50.6,50.2,55.300000000000004,53.1
